"","name","year","rank","sex"
"865","Selim","1985","77","M"
"866","Sercan","1985","89","M"
"867","Serdar","1985","31","M"
"868","Serhat","1985","70","M"
"869","Serkan","1985","14","M"
"870","Soner","1985","62","M"
"871","Süleyman","1985","27","M"
"872","Sinan","1985","25","M"
"873","Taner","1985","97","M"
"874","Tuncay","1985","67","M"
"875","Ufuk","1985","69","M"
"876","Uğur","1985","37","M"
"877","Vedat","1985","83","M"
"878","Veysel","1985","95","M"
"879","Volkan","1985","41","M"
"880","Yakup","1985","59","M"
"881","Yalçın","1985","96","M"
"882","Yasin","1985","23","M"
"883","Yavuz","1985","90","M"
"884","Yaşar","1985","72","M"
"885","Yılmaz","1985","75","M"
"886","Yunus","1985","34","M"
"887","Yusuf","1985","17","M"
"888","Zafer","1985","79","M"
"889","Ömer","1985","13","M"
"890","Özcan","1985","94","M"
"891","Özgür","1985","53","M"
"892","Özkan","1985","60","M"
"893","Ümit","1985","33","M"
"894","İbrahim","1985","7","M"
"895","İlhan","1985","87","M"
"896","İlker","1985","99","M"
"897","İlyas","1985","68","M"
"898","İsa","1985","56","M"
"899","İsmail","1985","11","M"
"900","Şahin","1985","84","M"
"901","Abdulkadir","1986","99","M"
"902","Abdullah","1986","21","M"
"903","Abdurrahman","1986","89","M"
"904","Adem","1986","19","M"
"905","Ahmet","1986","3","M"
"906","Alper","1986","93","M"
"907","Ali","1986","5","M"
"908","Arif","1986","82","M"
"909","Aydın","1986","63","M"
"910","Ayhan","1986","67","M"
"911","Barış","1986","56","M"
"912","Bayram","1986","48","M"
"913","Bekir","1986","70","M"
"914","Burak","1986","37","M"
"915","Burhan","1986","78","M"
"916","Bilal","1986","62","M"
"917","Cengiz","1986","84","M"
"918","Cihan","1986","51","M"
"919","Deniz","1986","90","M"
"920","Ekrem","1986","96","M"
"921","Emrah","1986","6","M"
"922","Emre","1986","20","M"
"923","Emin","1986","100","M"
"924","Engin","1986","47","M"
"925","Ercan","1986","44","M"
"926","Erdal","1986","39","M"
"927","Erdem","1986","69","M"
"928","Erhan","1986","38","M"
"929","Erkan","1986","23","M"
"930","Erol","1986","86","M"
"931","Ersin","1986","54","M"
"932","Faruk","1986","74","M"
"933","Fatih","1986","7","M"
"934","Ferhat","1986","43","M"
"935","Fırat","1986","76","M"
"936","Gökhan","1986","9","M"
"937","Hakan","1986","17","M"
"938","Halil","1986","24","M"
"939","Halil ibrahim","1986","75","M"
"940","Harun","1986","52","M"
"941","Hasan","1986","11","M"
"942","Hüseyin","1986","8","M"
"943","Kadir","1986","29","M"
"944","Kemal","1986","53","M"
"945","Kenan","1986","49","M"
"946","Mahmut","1986","31","M"
"947","Mehmet","1986","1","M"
"948","Mehmet ali","1986","57","M"
"949","Mesut","1986","35","M"
"950","Metin","1986","40","M"
"951","Muhammed","1986","91","M"
"952","Muhammet","1986","50","M"
"953","Muharrem","1986","98","M"
"954","Murat","1986","4","M"
"955","Musa","1986","61","M"
"956","Mustafa","1986","2","M"
"957","Okan","1986","68","M"
"958","Onur","1986","27","M"
"959","Orhan","1986","36","M"
"960","Osman","1986","18","M"
"961","Ramazan","1986","13","M"
"962","Recep","1986","26","M"
"963","Salih","1986","46","M"
"964","Samet","1986","58","M"
"965","Sedat","1986","42","M"
"966","Selçuk","1986","45","M"
"967","Selim","1986","83","M"
"968","Sercan","1986","88","M"
"969","Serdar","1986","33","M"
"970","Serhat","1986","65","M"
"971","Serkan","1986","15","M"
"972","Soner","1986","66","M"
"973","Süleyman","1986","32","M"
"974","Sinan","1986","28","M"
"975","Taner","1986","95","M"
"976","Tuncay","1986","77","M"
"977","Ufuk","1986","71","M"
"978","Uğur","1986","25","M"
"979","Vedat","1986","87","M"
"980","Veysel","1986","92","M"
"981","Volkan","1986","41","M"
"982","Yakup","1986","60","M"
"983","Yasin","1986","22","M"
"984","Yavuz","1986","85","M"
"985","Yaşar","1986","80","M"
"986","Yılmaz","1986","79","M"
"987","Yunus","1986","30","M"
"988","Yusuf","1986","16","M"
"989","Zafer","1986","81","M"
"990","Ömer","1986","14","M"
"991","Özcan","1986","97","M"
"992","Özgür","1986","55","M"
"993","Özkan","1986","64","M"
"994","Ümit","1986","34","M"
"995","İbrahim","1986","10","M"
"996","İlhan","1986","94","M"
"997","İlyas","1986","73","M"
"998","İsa","1986","59","M"
"999","İsmail","1986","12","M"
"1000","Şahin","1986","72","M"
"1001","Abdulkadir","1987","93","M"
"1002","Abdullah","1987","22","M"
"1003","Abdurrahman","1987","90","M"
"1004","Adem","1987","21","M"
"1005","Ahmet","1987","3","M"
"1006","Alper","1987","97","M"
"1007","Ali","1987","5","M"
"1008","Arif","1987","86","M"
"1009","Aydın","1987","66","M"
"1010","Ayhan","1987","74","M"
"1011","Barış","1987","53","M"
"1012","Bayram","1987","50","M"
"1013","Bekir","1987","75","M"
"1014","Burak","1987","34","M"
"1015","Burhan","1987","77","M"
"1016","Bilal","1987","60","M"
"1017","Cengiz","1987","83","M"
"1018","Cihan","1987","47","M"
"1019","Deniz","1987","96","M"
"1020","Doğan","1987","92","M"
"1021","Emrah","1987","6","M"
"1022","Emre","1987","18","M"
"1023","Engin","1987","57","M"
"1024","Ercan","1987","42","M"
"1025","Erdal","1987","44","M"
"1026","Erdem","1987","70","M"
"1027","Erhan","1987","38","M"
"1028","Erkan","1987","33","M"
"1029","Erol","1987","76","M"
"1030","Ersin","1987","49","M"
"1031","Faruk","1987","72","M"
"1032","Fatih","1987","7","M"
"1033","Ferhat","1987","46","M"
"1034","Fırat","1987","91","M"
"1035","Gökhan","1987","8","M"
"1036","Hakan","1987","17","M"
"1037","Halil","1987","26","M"
"1038","Halil ibrahim","1987","80","M"
"1039","Harun","1987","51","M"
"1040","Hasan","1987","11","M"
"1041","Hüseyin","1987","9","M"
"1042","Kadir","1987","28","M"
"1043","Kemal","1987","52","M"
"1044","Kenan","1987","58","M"
"1045","Mahmut","1987","31","M"
"1046","Mehmet","1987","1","M"
"1047","Mehmet ali","1987","56","M"
"1048","Mesut","1987","35","M"
"1049","Metin","1987","40","M"
"1050","Muhammed","1987","79","M"
"1051","Muhammet","1987","43","M"
"1052","Murat","1987","4","M"
"1053","Musa","1987","61","M"
"1054","Mustafa","1987","2","M"
"1055","Okan","1987","65","M"
"1056","Onur","1987","24","M"
"1057","Orhan","1987","37","M"
"1058","Osman","1987","19","M"
"1059","Ramazan","1987","14","M"
"1060","Recep","1987","25","M"
"1061","Salih","1987","48","M"
"1062","Samet","1987","41","M"
"1063","Savaş","1987","100","M"
"1064","Sedat","1987","45","M"
"1065","Selçuk","1987","54","M"
"1066","Selim","1987","71","M"
"1067","Semih","1987","95","M"
"1068","Sercan","1987","68","M"
"1069","Serdar","1987","30","M"
"1070","Serhat","1987","63","M"
"1071","Serkan","1987","20","M"
"1072","Soner","1987","73","M"
"1073","Süleyman","1987","32","M"
"1074","Sinan","1987","27","M"
"1075","Taner","1987","94","M"
"1076","Tuncay","1987","85","M"
"1077","Ufuk","1987","69","M"
"1078","Umut","1987","98","M"
"1079","Uğur","1987","13","M"
"1080","Vedat","1987","89","M"
"1081","Veysel","1987","78","M"
"1082","Volkan","1987","39","M"
"1083","Yakup","1987","59","M"
"1084","Yasin","1987","23","M"
"1085","Yavuz","1987","82","M"
"1086","Yaşar","1987","87","M"
"1087","Yılmaz","1987","88","M"
"1088","Yunus","1987","29","M"
"1089","Yusuf","1987","16","M"
"1090","Zafer","1987","81","M"
"1091","Ömer","1987","15","M"
"1092","Özgür","1987","55","M"
"1093","Özkan","1987","64","M"
"1094","Ümit","1987","36","M"
"1095","İbrahim","1987","10","M"
"1096","İlhan","1987","99","M"
"1097","İlyas","1987","84","M"
"1098","İsa","1987","62","M"
"1099","İsmail","1987","12","M"
"1100","Şahin","1987","67","M"
"1101","Abdullah","1988","23","M"
"1102","Abdurrahman","1988","97","M"
"1103","Adem","1988","22","M"
"1104","Ahmet","1988","4","M"
"1105","Ali","1988","5","M"
"1106","Arif","1988","90","M"
"1107","Aydın","1988","78","M"
"1108","Ayhan","1988","79","M"
"1109","Aykut","1988","85","M"
"1110","Barış","1988","55","M"
"1111","Bayram","1988","48","M"
"1112","Bekir","1988","76","M"
"1113","Burak","1988","24","M"
"1114","Burhan","1988","77","M"
"1115","Bilal","1988","59","M"
"1116","Cengiz","1988","92","M"
"1117","Cihan","1988","45","M"
"1118","Deniz","1988","80","M"
"1119","Doğan","1988","89","M"
"1120","Emrah","1988","6","M"
"1121","Emre","1988","16","M"
"1122","Engin","1988","57","M"
"1123","Ercan","1988","40","M"
"1124","Erdal","1988","53","M"
"1125","Erdem","1988","74","M"
"1126","Eren","1988","94","M"
"1127","Erhan","1988","36","M"
"1128","Erkan","1988","35","M"
"1129","Erol","1988","91","M"
"1130","Ersin","1988","52","M"
"1131","Faruk","1988","72","M"
"1132","Fatih","1988","7","M"
"1133","Ferhat","1988","44","M"
"1134","Fırat","1988","84","M"
"1135","Gökhan","1988","8","M"
"1136","Hakan","1988","17","M"
"1137","Halil","1988","30","M"
"1138","Halil ibrahim","1988","82","M"
"1139","Harun","1988","50","M"
"1140","Hasan","1988","11","M"
"1141","Hüseyin","1988","10","M"
"1142","Kadir","1988","28","M"
"1143","Kemal","1988","54","M"
"1144","Kenan","1988","71","M"
"1145","Mahmut","1988","37","M"
"1146","Mehmet","1988","1","M"
"1147","Mehmet ali","1988","58","M"
"1148","Mesut","1988","32","M"
"1149","Metin","1988","42","M"
"1150","Muhammed","1988","75","M"
"1151","Muhammet","1988","41","M"
"1152","Murat","1988","3","M"
"1153","Musa","1988","61","M"
"1154","Mustafa","1988","2","M"
"1155","Okan","1988","51","M"
"1156","Onur","1988","25","M"
"1157","Orhan","1988","34","M"
"1158","Osman","1988","19","M"
"1159","Ramazan","1988","14","M"
"1160","Recep","1988","31","M"
"1161","Rıdvan","1988","67","M"
"1162","Salih","1988","46","M"
"1163","Samet","1988","21","M"
"1164","Sedat","1988","47","M"
"1165","Selçuk","1988","62","M"
"1166","Selim","1988","69","M"
"1167","Semih","1988","66","M"
"1168","Sercan","1988","60","M"
"1169","Serdar","1988","39","M"
"1170","Serhat","1988","70","M"
"1171","Serkan","1988","20","M"
"1172","Soner","1988","68","M"
"1173","Süleyman","1988","33","M"
"1174","Sinan","1988","29","M"
"1175","Taner","1988","86","M"
"1176","Tolga","1988","83","M"
"1177","Tuncay","1988","93","M"
"1178","Ufuk","1988","73","M"
"1179","Umut","1988","98","M"
"1180","Uğur","1988","12","M"
"1181","Vedat","1988","99","M"
"1182","Veysel","1988","81","M"
"1183","Volkan","1988","43","M"
"1184","Yakup","1988","56","M"
"1185","Yasin","1988","26","M"
"1186","Yavuz","1988","100","M"
"1187","Yaşar","1988","96","M"
"1188","Yılmaz","1988","88","M"
"1189","Yunus","1988","27","M"
"1190","Yusuf","1988","18","M"
"1191","Zafer","1988","95","M"
"1192","Ömer","1988","15","M"
"1193","Özgür","1988","49","M"
"1194","Özkan","1988","64","M"
"1195","Ümit","1988","38","M"
"1196","İbrahim","1988","9","M"
"1197","İlyas","1988","87","M"
"1198","İsa","1988","65","M"
"1199","İsmail","1988","13","M"
"1200","Şahin","1988","63","M"
"1201","Abdulkadir","1989","92","M"
"1202","Abdullah","1989","25","M"
"1203","Adem","1989","26","M"
"1204","Ahmet","1989","4","M"
"1205","Ali","1989","5","M"
"1206","Aydın","1989","88","M"
"1207","Ayhan","1989","84","M"
"1208","Aykut","1989","34","M"
"1209","Barış","1989","58","M"
"1210","Bayram","1989","53","M"
"1211","Bekir","1989","83","M"
"1212","Burak","1989","20","M"
"1213","Burhan","1989","78","M"
"1214","Bilal","1989","57","M"
"1215","Caner","1989","94","M"
"1216","Cihan","1989","49","M"
"1217","Deniz","1989","81","M"
"1218","Doğan","1989","82","M"
"1219","Emrah","1989","12","M"
"1220","Emre","1989","14","M"
"1221","Enes","1989","97","M"
"1222","Engin","1989","52","M"
"1223","Ercan","1989","38","M"
"1224","Erdal","1989","74","M"
"1225","Erdem","1989","79","M"
"1226","Erdi","1989","89","M"
"1227","Eren","1989","87","M"
"1228","Erhan","1989","37","M"
"1229","Erkan","1989","43","M"
"1230","Ersin","1989","65","M"
"1231","Faruk","1989","77","M"
"1232","Fatih","1989","8","M"
"1233","Ferhat","1989","44","M"
"1234","Fırat","1989","80","M"
"1235","Gökhan","1989","6","M"
"1236","Hakan","1989","16","M"
"1237","Halil","1989","30","M"
"1238","Halil ibrahim","1989","86","M"
"1239","Harun","1989","51","M"
"1240","Hasan","1989","11","M"
"1241","Hüseyin","1989","10","M"
"1242","Kadir","1989","28","M"
"1243","Kemal","1989","63","M"
"1244","Kenan","1989","68","M"
"1245","Mahmut","1989","39","M"
"1246","Mehmet","1989","1","M"
"1247","Mehmet ali","1989","62","M"
"1248","Mert","1989","100","M"
"1249","Mesut","1989","33","M"
"1250","Metin","1989","45","M"
"1251","Muhammed","1989","64","M"
"1252","Muhammet","1989","35","M"
"1253","Murat","1989","3","M"
"1254","Musa","1989","67","M"
"1255","Mustafa","1989","2","M"
"1256","Okan","1989","76","M"
"1257","Onur","1989","21","M"
"1258","Orhan","1989","40","M"
"1259","Osman","1989","19","M"
"1260","Oğuz","1989","55","M"
"1261","Oğuzhan","1989","90","M"
"1262","Ramazan","1989","17","M"
"1263","Recep","1989","29","M"
"1264","Rıdvan","1989","22","M"
"1265","Salih","1989","50","M"
"1266","Samet","1989","31","M"
"1267","Sedat","1989","56","M"
"1268","Selçuk","1989","71","M"
"1269","Selim","1989","75","M"
"1270","Semih","1989","42","M"
"1271","Sercan","1989","59","M"
"1272","Serdar","1989","46","M"
"1273","Serhat","1989","60","M"
"1274","Serkan","1989","23","M"
"1275","Soner","1989","73","M"
"1276","Süleyman","1989","36","M"
"1277","Sinan","1989","32","M"
"1278","Taner","1989","95","M"
"1279","Tolga","1989","54","M"
"1280","Ufuk","1989","72","M"
"1281","Umut","1989","91","M"
"1282","Uğur","1989","7","M"
"1283","Veysel","1989","96","M"
"1284","Volkan","1989","47","M"
"1285","Yakup","1989","61","M"
"1286","Yasin","1989","27","M"
"1287","Yavuz","1989","98","M"
"1288","Yılmaz","1989","99","M"
"1289","Yunus","1989","24","M"
"1290","Yunus emre","1989","85","M"
"1291","Yusuf","1989","18","M"
"1292","Ömer","1989","13","M"
"1293","Özgür","1989","48","M"
"1294","Özkan","1989","69","M"
"1295","Ümit","1989","41","M"
"1296","İbrahim","1989","9","M"
"1297","İlyas","1989","93","M"
"1298","İsa","1989","66","M"
"1299","İsmail","1989","15","M"
"1300","Şahin","1989","70","M"
"1301","Abdulkadir","1990","94","M"
"1302","Abdullah","1990","24","M"
"1303","Adem","1990","27","M"
"1304","Ahmet","1990","3","M"
"1305","Ali","1990","5","M"
"1306","Anıl","1990","81","M"
"1307","Aydın","1990","100","M"
"1308","Ayhan","1990","99","M"
"1309","Aykut","1990","43","M"
"1310","Barış","1990","50","M"
"1311","Bayram","1990","54","M"
"1312","Bekir","1990","93","M"
"1313","Burak","1990","19","M"
"1314","Burhan","1990","89","M"
"1315","Bilal","1990","57","M"
"1316","Caner","1990","88","M"
"1317","Cem","1990","82","M"
"1318","Cihan","1990","58","M"
"1319","Deniz","1990","85","M"
"1320","Doğan","1990","92","M"
"1321","Emrah","1990","17","M"
"1322","Emre","1990","8","M"
"1323","Enes","1990","71","M"
"1324","Engin","1990","45","M"
"1325","Ercan","1990","47","M"
"1326","Erdal","1990","96","M"
"1327","Erdem","1990","80","M"
"1328","Erdi","1990","75","M"
"1329","Eren","1990","90","M"
"1330","Erhan","1990","44","M"
"1331","Erkan","1990","46","M"
"1332","Ersin","1990","67","M"
"1333","Faruk","1990","72","M"
"1334","Fatih","1990","10","M"
"1335","Ferhat","1990","36","M"
"1336","Fırat","1990","87","M"
"1337","Gökhan","1990","6","M"
"1338","Hakan","1990","14","M"
"1339","Halil","1990","30","M"
"1340","Halil ibrahim","1990","79","M"
"1341","Harun","1990","53","M"
"1342","Hasan","1990","13","M"
"1343","Hüseyin","1990","9","M"
"1344","Kadir","1990","28","M"
"1345","Kemal","1990","68","M"
"1346","Kenan","1990","84","M"
"1347","Mahmut","1990","37","M"
"1348","Mehmet","1990","1","M"
"1349","Mehmet ali","1990","63","M"
"1350","Mert","1990","65","M"
"1351","Mesut","1990","31","M"
"1352","Metin","1990","42","M"
"1353","Muhammed","1990","59","M"
"1354","Muhammet","1990","33","M"
"1355","Murat","1990","4","M"
"1356","Musa","1990","66","M"
"1357","Mustafa","1990","2","M"
"1358","Okan","1990","86","M"
"1359","Onur","1990","20","M"
"1360","Orhan","1990","39","M"
"1361","Osman","1990","21","M"
"1362","Oğuz","1990","55","M"
"1363","Oğuzhan","1990","73","M"
"1364","Ramazan","1990","16","M"
"1365","Recep","1990","29","M"
"1366","Rıdvan","1990","25","M"
"1367","Salih","1990","56","M"
"1368","Samet","1990","35","M"
"1369","Sedat","1990","60","M"
"1370","Sefa","1990","98","M"
"1371","Selçuk","1990","97","M"
"1372","Selim","1990","91","M"
"1373","Semih","1990","32","M"
"1374","Sercan","1990","41","M"
"1375","Serdar","1990","52","M"
"1376","Serhat","1990","48","M"
"1377","Serkan","1990","26","M"
"1378","Soner","1990","77","M"
"1379","Süleyman","1990","38","M"
"1380","Sinan","1990","34","M"
"1381","Tayfun","1990","64","M"
"1382","Tolga","1990","49","M"
"1383","Ufuk","1990","83","M"
"1384","Umut","1990","78","M"
"1385","Uğur","1990","11","M"
"1386","Veysel","1990","95","M"
"1387","Volkan","1990","51","M"
"1388","Yakup","1990","61","M"
"1389","Yasin","1990","23","M"
"1390","Yunus","1990","22","M"
"1391","Yunus emre","1990","74","M"
"1392","Yusuf","1990","18","M"
"1393","Ömer","1990","12","M"
"1394","Özgür","1990","62","M"
"1395","Özkan","1990","76","M"
"1396","Ümit","1990","40","M"
"1397","İbrahim","1990","7","M"
"1398","İsa","1990","69","M"
"1399","İsmail","1990","15","M"
"1400","Şahin","1990","70","M"
"1401","Abdulkadir","1991","88","M"
"1402","Abdullah","1991","25","M"
"1403","Adem","1991","30","M"
"1404","Ahmet","1991","3","M"
"1405","Ali","1991","5","M"
"1406","Anıl","1991","48","M"
"1407","Aykut","1991","62","M"
"1408","Barış","1991","21","M"
"1409","Bayram","1991","58","M"
"1410","Burak","1991","18","M"
"1411","Burhan","1991","95","M"
"1412","Bilal","1991","64","M"
"1413","Caner","1991","83","M"
"1414","Cem","1991","85","M"
"1415","Cihan","1991","59","M"
"1416","Doğan","1991","96","M"
"1417","Emrah","1991","20","M"
"1418","Emre","1991","6","M"
"1419","Enes","1991","53","M"
"1420","Engin","1991","63","M"
"1421","Ercan","1991","55","M"
"1422","Erdem","1991","86","M"
"1423","Eren","1991","87","M"
"1424","Erhan","1991","60","M"
"1425","Erkan","1991","50","M"
"1426","Ersin","1991","76","M"
"1427","Faruk","1991","70","M"
"1428","Fatih","1991","10","M"
"1429","Ferhat","1991","37","M"
"1430","Fırat","1991","73","M"
"1431","Furkan","1991","72","M"
"1432","Gökhan","1991","9","M"
"1433","Hakan","1991","16","M"
"1434","Halil","1991","36","M"
"1435","Halil ibrahim","1991","80","M"
"1436","Harun","1991","49","M"
"1437","Hasan","1991","12","M"
"1438","Hüseyin","1991","7","M"
"1439","Kadir","1991","29","M"
"1440","Kemal","1991","77","M"
"1441","Kenan","1991","97","M"
"1442","Mahmut","1991","38","M"
"1443","Mehmet","1991","1","M"
"1444","Mehmet ali","1991","69","M"
"1445","Mert","1991","68","M"
"1446","Mesut","1991","24","M"
"1447","Metin","1991","45","M"
"1448","Muhammed","1991","44","M"
"1449","Muhammet","1991","27","M"
"1450","Murat","1991","4","M"
"1451","Musa","1991","74","M"
"1452","Mustafa","1991","2","M"
"1453","Okan","1991","90","M"
"1454","Onur","1991","19","M"
"1455","Orhan","1991","43","M"
"1456","Osman","1991","23","M"
"1457","Ozan","1991","100","M"
"1458","Oğuz","1991","65","M"
